Exporter Name,Address,District,State
AROHA CLINIC,"Akshaya Building, Opp BSNL,Manakkadavu Road, Pantheerankavu, Kodal Nadakkavu, Kozhikode, Pantheeramkavu, Kerala 673019, India",,Kerala
ARUL JOTHI EXPORTS,"Sf No 231/4A, Velleygoundanur pirivu, Mannur, to, Palakkad - Pollachi Rd, opposite Govt High School, Pollachi, Velleygoundanur, Tamil Nadu 642005, India",,Tamil Nadu
AUCTUS APPARELS,"39G5+QM8, Unnamed Road, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
AURA EXPORTS,"India 31, Poongothainagar Main Road, Goldwins, Civil Aerodrome Post, Coimbatore, Tamil Nadu 641014, India",,Tamil Nadu
AVA CHOLAYIL HEALTH CARE,"1583, 15th Main Rd, Bharathi Colony, J Block, Bharathi Nagar, Anna Nagar, Chennai, Tamil Nadu 600040, India",,Tamil Nadu
B.H.M.CORPORATION,"41, LIC Colony Rd, Lic Colony, Selvapuram Muthuswamy Colony, R.S. Puram, Coimbatore, Tamil Nadu 641002, India",,Tamil Nadu
BHAIRAV EXPORTS,"No.2, 6/31, Venkatachalam Naicken Street, Triplicane, Chennai - 600 005, Venkatachalam(Naicken) St, Narayana Krishnaraja Puram, Triplicane, Chennai, Tamil Nadu 600003, India",,Tamil Nadu
BMK INTERNATIONAL,"BMK international ,13/725 D pipeline road,Thoppil ,Thrikkakara ,Ernakulam, Pin, Marottichuvadu, Edappally, Kochi, Kerala code :682021, India",,Kerala
CALIX IMPEX,"8/42 NACHIMUTHU GARDEN, Tex Park Road, Nehru Nagar West, Coimbatore, Tamil Nadu 641014, India",,Tamil Nadu
CHARLES EXPORTERS,"49/26, Annes Convent Street, By Pass Road, Ponmeni, Ponmeni, Madurai, Tamil Nadu 625016, India",,Tamil Nadu
CLOUDS INTERNATIONAL EXPORTS,"Kanjirappally, Kerala 686507, India",,Kerala
CMB EXPORTS,"no.85 ,gandhi market, Oddanchatram, Tamil Nadu 624619, India",,Tamil Nadu
COCHIN CHEMICALS & RUBBER PRODUCTS,"Kochi, Kerala, India",,Kerala
COCHIN MARINE ENGINEERING BOAT YARD,"Kochangadi Rd, Kochangadi, Chullickal, Kochi, Kerala 682002, India",,Kerala
COIR YARN TEX,"Kaichoondi, Alappuzha, Aryad South, Kerala 688006, India",,Kerala
DHIVYAA CREATIONS,"Old No-23, New-No-47, Ist Floor, E TV Swamy Rd, R.S. Puram, Coimbatore, Tamil Nadu 641002, India",,Tamil Nadu
DIVYA GARMENTS,"38RX+V3W, Town Extn, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
DREAMLINE FASHIONS,"296/1C, 1G, Sundamedu Colony, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
EMPOROS HIND P.LTD.,"Ann Fuels Compound, Nalanchira, Paruthippara, Thiruvananthapuram, Kerala 605015, India",,Kerala
ESKAY ENTERPRISES,"Plot No. 743, Door No. 28 59th Street, 10th, 2nd St, Sector 10, K. K. Nagar, Chennai, Tamil Nadu 600078, India",,Tamil Nadu
ESTEEM RUBBER PRODUCTS,"Perumpanachy Thottakkad Road Thottackad, Perumpanachy, Kerala 686536, India",,Kerala
EUROLINE INTERNATIONAL,"SF No. 1/1-A, D.No. 127/19-A, Thalingikattu Thottam, P.O, Sakthi Theatre Rd, Shrinagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
EVERSHINE CHEMICAL INDUSTRIES,"Pallippuram P. O., Cherthala, Kelamangalam, Alleppey, Kerala 688541, India",,Kerala
EXPOSOFT TECHNOLOGIES,"306, Neospace, KINFRA Techno Industrial Park, Kakkanchery, Kakkanchery, Kerala 673635, India",,Kerala
FABIAN TECHNOLOGIES,"kottiyam, NH 47, Kollam, Kottiyam, Kerala 691571, India",,Kerala
FERROMAX FOUNDRIES INDIA P.LTD.,"95A Cosmafan Foundry Park, Arasur, Tamil Nadu 641407, India",,Tamil Nadu
FIBRA GARMENTS,"2FJH+3V9, Kandiankoil, Tamil Nadu 641665, India",,Tamil Nadu
FINE ART PLASTICS,"Kaloor - Kadavanthara Rd, Kathrikadavu, Kaloor, Kochi, Kerala 682017, India",,Kerala
FITCO FOODS,"65/61, 1st floor, Thirumangalam Rd, Block Q, Agathiyar Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",,Tamil Nadu
FORTUNE GATE ORGANIC FARMING,"67XH+8P9, Kerala 680732, India",,Kerala
FOS KNITS,"23H, Mariamman Kovil Street, Aathupalayam Main Rd, Anupparpalayam Pudur, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu
FREE LOOK FASHIONS,"39WR+RC3, Nallur, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu
FRENDI FASHIONS,"6, Arcot Rd, Ganesh Nagar, Porur, Chennai, Tamil Nadu 600116, India",,Tamil Nadu
FROTUNE FLEXIPRINT PACK,"P.O, 1/508, Ponjassery, A M Thomas Rd, Perumbavoor, Ponjassery, Kerala 683547, India",,Kerala
G.H.ASSOCIATES,"Golden Plaza, Chittoor Rd, opp. Mymoon Theatre, Padma Junction, Kacheripady, Ernakulam, Kochi, Kerala 682018, India",,Kerala
GA JOLLI,"96-1, MGR Rd, Shiva Shankar Nagar, Nagalkeni, Chromepet, Chennai, Tamil Nadu 600044, India",,Tamil Nadu
GANGA OPTHOCARE,"CP-IV-673, Vattoly Road, Chittariparamba P.O, Kannur, Chittariparamba, Kerala 670650, India",,Kerala
GEETHA ENTERPRISES,"Center Point, Mini Bypass Rd, near Lulu Hypermarket, Mankave, Kozhikode, Kerala 673007, India",,Kerala
GENUINE GARMENTS (INDIA),"18, Mangadu Rd, Kayeenthemillath Nagar, Pattur, Mangadu, Pattur, Chennai, Tamil Nadu 600122, India",,Tamil Nadu
GLOBE C INDIA INTERNATIONAL,"SRCM MANJERI CENTRE, Ajantha Building, C H Bypass, Kuthukal, Manjeri, Kerala 676121, India",,Kerala
GOLD WOOD INDUSTRIES,"2HG7+8XF, Pezhakkappilly, Kerala 686674, India",,Kerala
GOLDEN SPENCER TRADING,"Okkal, Kalady, Chelamattom part, Kerala 683544, India",,Kerala
IMPRIME VENTURES,"PLOT NO. S 96 KINFRA IIT PARK, POST, Kanjikode, Kinfra Textile Park, Kerala 678621, India",,Kerala
INNOPOLIS BIO INNOVATIONS,"18/18, Near BPCL Petrol Pump Puthya Road, Vadagode P.O., Mundanpalam, Kollamkudimugal, Kangarappady, Kochi, Kakkanad, Kerala 682021, India",,Kerala
INTIMATE MARKETING,"Ground Floor,Fortlight Complex,Kannur,Kerala, V988+HWM, Fort Rd, Thavakkara, Kannur, Kerala 670001, India",,Kerala
JAGADAMBAN CONTAINES,"Factory at :18/789, Development Area, Binanipuram, Edayar, Kochi, Kerala 683502, India",,Kerala
JEEVAGRAM,"VI/450, Manickamangalam, Kalady, Kerala 683574, India",,Kerala
JOHNY GARMENTS,"SF.NO 7/362, A2,A3, Pachankaatupalayam, Arulpuram-Veerapandi (PO, Tiruppur - Palladam Rd, Karuppa Gaundanpalayam, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
K.K. GARMENTS (INDIA),"120/194, Kutchery Rd, Kuil Thoppu, Mylapore, Chennai, Tamil Nadu 600004, India",,Tamil Nadu
K.K.TECH ENGINEERING COMPANY,"Kakkadampuram, Bus Stop, Kondotty - Tirurangadi Rd, Abdul Rahiman Nagar, Kerala 676305, India",,Kerala
KADCO SYSTEMS,"KADAVY ENCLAVE, 3rd Floor, Sree Lakshmi Narayana Palace, Casino Complex Kokkali, Casino Complex, TB Rd, Kokkala, Thrissur, Kerala 680021, India",,Kerala
KAISER PRINT PACK,"Sukran Thottam, 306/4, Udayampalayam Rd, Thirumalai Nagar, Ganapathy, Udayampalayam, Coimbatore, Tamil Nadu 641049, India",,Tamil Nadu
KALAVATHI KNIT FASHIONS,"38GQ+P7J, Karuppa Gaundanpalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
KALPAKA CHEMICALS,"3rd St, Muthammal Colony, Thoothukudi, Tamil Nadu 628002, India",,Tamil Nadu
KALPAKA PROCESSING CO.,"TAK-Industrial Complex Eara, North P.O, Neelamperoor, Kerala 68653, India",,Kerala
KANAKA POLYPACK P.LTD.,"Rd, Ashokapuram, Edayapuram, Aluva, Kerala 683101, India",,Kerala
KARAYIL BAKERY,"843W+7WM, Perinjanam, Kerala 680685, India",,Kerala
KAY KAY FABRICS,"# 25 / 12, Muthiyal Chetty St, Purasaiwakkam, Chennai, Tamil Nadu 600007, India",,Tamil Nadu
KAYESSAR PROJECTS&SERVICES,"7/4, Ramaswamy St, Pudupet, Gopalapuram, Chennai, Tamil Nadu 600086, India",,Tamil Nadu
KERALA SANGHEETHA NATAK ACCADEMY,"Kerala, India",,Kerala
KERALA SEA FOODS,"Kerala, India",,Kerala
KOTTAYAM KITCHEN,"GVXG+9X7, Technopark Phase III Main Rd, Kulathoor, Thiruvananthapuram, Kerala 695583, India",,Kerala
LAKSHMIRAM GARMENTS,"2773+54H, Palladam Hi-Tech Weaving Park Rd, Semmipalayam, Tamil Nadu 641662, India",,Tamil Nadu
LAURICO NUTRACEUTICALS,"Kovilpalayam - Negamam Rd, Vaguthampalayam, Tamil Nadu 642120, India",,Tamil Nadu
LEEDA POLYMERS,"11th Mile, Vydiarangadi.P.O., Peringave Rd, Ramanattukara, Kerala 673633, India",,Kerala
LEGZIN VOGUE,"#73/77,Linge, Bunglaw Stop, Stanes Rd, Extn, Odakkadu, Tiruppur, Tamil Nadu 641601, India",,Tamil Nadu
LOOMTEX EXPORTS,"107, Harrington Rd, Chetpet, Chennai, Tamil Nadu 600031, India",,Tamil Nadu
LOTUS KNITS,"SF No.371/4, Nochipalayam Rd, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
LULU FLIGHT KITCHEN,"Nedumbassery, XI/300-B, VIP Road, opp. Cochin International Airport, Kochi, Nedumbassery, Kerala 683572, India",,Kerala
M.S.GARMENTS,"Kamarajar Nagar, Kamaraj Nagar, NGO Colony, Choolaimedu, Chennai, Tamil Nadu 600094, India",,Tamil Nadu
M.SUN IMPEX,"No - 49 & 51, Periyar Nagar, Main Rd, KVB Nagar, Green Lands, Karur, Tamil Nadu 639002, India",,Tamil Nadu
MACHINGAL MARKETING AGENCIES,"Machingal, Down Hill, Malappuram, Kerala, India",,Kerala
MAITHRI ADVERTISING WORKS P. LTD.,"1st Floor, X872+C56 Combine Centre, KP Vallon Rd, Kadavanthra Junction, Giri Nagar, Kadavanthra, Kochi, Kerala 682020, India",,Kerala
MANIMANGALAM NATURAL CONCEPT,"Pushpagiri, Tamil Nadu 602301, India",,Tamil Nadu
MARACA FRUIT PROCESSING CO.,"WMFQ+XRC, Kumaramangalam, Kumaramangalam part, Kerala 685608, India",,Kerala
MATHA BOOK CENTRE,"Salem-Kanyakumari Highway, Service Rd, Karukutty, Angamaly, Kerala 683576, India",,Kerala
MAXIN INDIA MARKETING,"3/10, Sri Balaji Nagar, Pirivu, Palakkad - Coimbatore Rd, Kumuram Garden, Coimbatore, Tamil Nadu 641008, India",,Tamil Nadu
MEEPRY EXPORTERS,"JXX7+QR7, Mangalpady - Badoor Rd, Heroor, Kerala 671322, India",,Kerala
MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",,Kerala
MINERVA COMBINES,"W9VF+77R, Temple Road, opp. Public Library, Thrippunithura, Thiruvankulam, Kochi, Kerala 682305, India",,Kerala
MUKUND HOSIERIES,"2, Pkr Layout St St, Perchiplym, Perchiplym, Kuppusamypuram, Renganatha Puram, Tiruppur, Tamil Nadu 641008, India",,Tamil Nadu
N TEX APPAREL PVT LTD,"No 67/1 Mandodhari Garden, East, TIRUPUR 641607, S Periyapalayam, Uthukuli Rd, Tiruppur, Kulathupalayam, Tamil Nadu 638752, India",,Tamil Nadu
NAS FOOD EXIM,"Cherthala, plot no:36, KSIDC Mega Food Park, Industrial growth centre, Pallipuram, Kerala 688541, India",,Kerala
NECTAR CRAFTS,"3876+C3J, Chinnakarai, Karaipudur, Murugampalayam, Tamil Nadu 641605, India",,Tamil Nadu
NELLIMALAYIL TRADERS,"Anithottam near Bsnl tower, Kanjirappally, Kerala 686507, India",,Kerala
NEONA EMBEDDED LABZ,"41/1852, Veekshanam Rd, North Kaloor, Kacheripady, Kochi, Kerala 682018, India",,Kerala
NEW TRADE LINK,"1st Floor, 198, Demellows Rd, opp. Old Natraj theatre, Thattankulam, Choolai, Chennai, Tamil Nadu 600112, India",,Tamil Nadu
NILGIRIS EXPORTS,"Nilgiris, Tamil Nadu, India",,Tamil Nadu
NIVENIA INTERNATIONAL,"Q8CV+H94, Thycattussery, Kerala 688528, India",,Kerala
NSK INTERNATIONAL EXPORTS,"1/165, Aathupalayam Main Rd, Gayathri Nagar, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu
OLYMPIC APPARELS,"18/74, First Floor, Muthu Nagar Second Street, Kongu Main Rd, Muthu Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu
PAZHANGADI OIL MILLS,"3CXM+XFV, Kerala 683547, India",,Kerala
PEEKAY ROLLER FLOUR MILLS,"39, Kannur Rd, Puthiyangadi, Kozhikode, Kerala 673021, India",,Kerala
PEGADO FIXING SOLUTIONS,"MANOOR-CHEKANUR, ROAD, KOTTEERI, Vattamkulam, Kerala 679578, India",,Kerala
PLANET EXPORTS INDIA,"# 16/5 Oyyankadu, Vasavi College Post, Erode, Tamil Nadu 638316, India",,Tamil Nadu
PRAYAG EXPORTS,"AP/XII-157,Chandiroor P O, 688537, Chandiroor, Cherthala, Kerala 688537, India",,Kerala
PROTECH ORGAN FOODS,"PLOT NO.19&20 KSIDC MAGA, INDUSTRIAL GROWTH CENTRE, Food Park Road, Pallipuram, Kerala 688541, India",,Kerala
PUDUSSERY HARDWARES,"Pudussery, Kerala 678103, India",,Kerala
PUKRA EXPORTS,"X369+XW3, Gandhi Puram, Karur, Tamil Nadu 639002, India",,Tamil Nadu
R.V.COIRS,"H6P9+7PJ, Ragalbavi, Tamil Nadu 642122, India",,Tamil Nadu
R.V.NONWOVEV BAGS,"354-A, Patel Rd, Kattoor, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",,Tamil Nadu
RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",,Tamil Nadu
RAJAMMA AGRO PRODUCTS,"5, Sankagiri - Salem Main Rd, Parvathipuram, Karungalpatty, Nethimedu, Salem, Tamil Nadu 636002, India",,Tamil Nadu
RAKSHA'S ENTERPRISES,"I Floor, Girjashanker Bhavan, 31, Devangapet Street Number 2, Puthiyavan Nagar, Sukrawar Pettai, R.S. Puram, Coimbatore, Tamil Nadu 641001, India",,Tamil Nadu
RAMAKRISHNA KNITS,"586R+C24, IndiraNagar, Chettipalayam, Pandian Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
RESOURZBURG,"Arul Jothi Nagar, 10/295 B -1, Ganapathipalayam Rd, Post, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
RIFAS FRAGRANCES P.LTD.,"6RP4+25W, Mankave, Kozhikode, Kerala 673007, India",,Kerala
RUBY APPRELS,"7, Police Line St, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641601, India",,Tamil Nadu
RUDRAKSH MERCHANDISING,"5/33, Convent Garden, Valliammai Nagar, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
RUWI   FOODS,"Palayam, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695034, India",,Kerala
S.S.FABRICS MILL,"34, Karungalpatty Itteri Rd, Karungalpatty, Gugai, Salem, Tamil Nadu 636006, India",,Tamil Nadu
S.TOUGHEN GLASS,"Marottichode-Pothiyakkara, Mattoor, Kalady, Kerala 683574, India",,Kerala
SAHITH ENGINEERING,"7/52 2A2, Balaji, Peelamedu Industrial Estate, Gauthama Puri Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",,Tamil Nadu
SAKITDHARA TEXTILES,"Thaneerpanthal, Anupparpalayam Pudur, Tiruppur, Avinashi, Tamil Nadu 641652, India",,Tamil Nadu
SANCHI BAGS,"T.C 26/1340 Latha Bhavan Secretariat Ward, opp. SP Granddays, Chenkalchoola Colony, Thycaud, Thiruvananthapuram, Kerala 695014, India",,Kerala
SARA TEX INDIA,"38JM+FJH, Unnamed Road, LRG Layout, Iduvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
SHARON EXPORTS,"No. 10, Asiriyar St, MPM Street, Kakanji Colony, Perambur, Chennai, Tamil Nadu 600077, India",,Tamil Nadu
SHIVLA INTERNATIONAL,"34/1, Kamatchiamman Koil Street, Behind Old Bus Stand, Karuvam Palyam, Karuvam Palyam, KPN Colony, Valipalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
SHREE KUMARAN ALLOYS,"V. Rajappan SF, 461, Telungu Palayam Rd, Ellappalayam, Tamil Nadu 641697, India",,Tamil Nadu
SIGN GARMENTS,"38W8+5JQ, Unnamed Road, Hare Rama Hare Krishna Nagar, Periyandipalayam, Tiruppur, Andipalayam, Tamil Nadu 641687, India",,Tamil Nadu
SLEEK FIT EQUIPMENTS,"22, Vadavalli, MG Colony, Coimbatore, Tamil Nadu 641041, India",,Tamil Nadu
SOWPARNIKA THERMISTORS&HYBRIDS P.LTD.,"H6HF+QQW, Kolazhy, Thrissur, Kerala 680581, India",,Kerala
SQUBE TRADERS,"52, Rose Gardens Rd, Rose Gardens, Peringavu, Thrissur, Kerala 680008, India",,Kerala
SREE AATHI ESWARAR TRADING CORPORATION,"No 68, V.O.C. Nagar, 3rd Street, Samundipuram Main Rd, MS Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
SRI SASTHA ENGINEERING,"27-A, Challandi Amman Nagar, Housing Unit West, Singanallur, Venkata Lakshmi Nagar, Chellandy Amman Nagar, Coimbatore, Tamil Nadu 641005, India",,Tamil Nadu
SRI SIVASAKTHI KNIT GARMENTS,"No-54, Padmini Garden, Pudur Rd, KNS Subramaniam Nagar, Knp Subramania Nagar, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
SRI THIRUMAL EXPORTS,"# 368, 4, th cross, Vaiyapuri Nagar, Gandhi Puram, Karur, Tamil Nadu 2, India",,Tamil Nadu
SRI VARI IMPEX,"SF No:- 209/2, A.K. Bharathi Nagar, Karuppampalayam Rd, Appipalayam, Tamil Nadu 639003, India",,Tamil Nadu
SRI VRINTHA TRADERS,"BASMATHI COMPLEX, 164, Siddhapudur, Balasundaram Layout, Balaji Nagar, Coimbatore, Tamil Nadu 641044, India",,Tamil Nadu
ST.THOMAS ENGINEERING WORKS,"Opp.South Indian Bank, St.John's Dayara Complex, SH 1, Chingavanam, Kottayam, Chingavanam, Kerala 686531, India",,Kerala
STERLING APPARELS,"44FR+WCX, Balaji Nagar, Tirmullaivayal, Chennai, Tamil Nadu 600062, India",Chennai,Tamil Nadu
SUPER METAL SALES,"3/188/3,Thirunelveli Main Road.Opp:Collectorate Office, Periyanayagapuram, Thoothukudi, Tamil Nadu 628101, India",,Tamil Nadu
SUPER MIDDLE EAST MARKETING P.LTD.,"1, Civil Lines Rd, Kalyan Nagar, ayyandhol, Thrissur, Kerala 680003, India",,Kerala
T.R.GLOBAL EXPORTS,"94, Door No. 5, 1st Main Rd, Lazar Nagar, Avadi, Tamil Nadu 600071, India",,Tamil Nadu
TARUN CREATION,"1/74B,Ground Floor, Nochipalayam, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
TECHNO SPORTSWEAR P.LTD.,"SF102A, Leeds Compound, Kasipalayam Main Road, PO, Nallur, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu
TECWA GROUP,"15/58, Desom, Aluva, Kerala 683102, India",,Kerala
TENNY JOSE LTD.,"Avenue Tower, Bishop Alapatt Rd, opposite Marthoma Church, East Fort, Keerankulangara, Thrissur, Kerala 680005, India",,Kerala
TETRA KNITS,"D NO.2/858-19, MALAYAMPALAYAM, GANAPATHIPALAYAM POST PALLADAM TK PALLADAM, TK, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
TEXFAB KNITWEAR,"17A, 16, 4th St, Erukadu, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
THEYYAMPATTIL FURNITURE,"Bypass, Thondayad, Kozhikode, Kerala 673008, India",,Kerala
THOMSON IMPEX,"Nediyuzhathil Tower, 1333 A, 40, Cannon Shed Rd, Shenoys, Kochi, Kerala 682011, India",,Kerala
THRILOKA EXPORTS,"XV/1056, Mylavila, Kerala 691302, India",,Kerala
TPJ RUBBER INDUSTRIES,"Industrial Development Plot, PO, Poovanthuruthu, Kottayam, Kerala 686012, India",,Kerala
UNITED AGRO FOODS,"113/3, Mathapur Road, Kaniyur, Tamil Nadu 641659, India",,Tamil Nadu
UNITY APPARELS,"X3XP+P8V, Kerala 676503, India",,Kerala
VALOOKKARAN MODERN RICE MILL,"5CVJ+3GV, Ezhattumugham, Kerala 683574, India",,Kerala
VELAVA GARMENTS,"5/6/1, Gothandaramar Temple St, Thoppupatti, Rajapalayam, Tamil Nadu 626132, India",,Tamil Nadu
VIGOSUTHA,"12, KPN Colony Main Road, Union Mill Rd, KPN Colony, Valipalayam, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
VXL RING TRAVELLES P.LTD.,"22, SIDCO Private Industrial Estate, Kurichi, Coimbatore, Tamil Nadu 641021, India",,Tamil Nadu
VYTTAL AQUA SYSTEM,"Calicut Rd, Thurakkal, Manjeri, Kerala 676517, India",,Kerala
WISEMAN TECHNOLOGY,"19, 6/4, 4th St, Poompugar Nagar, Murugan Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",,Tamil Nadu
ZAINZ TRADING,"CV6W+MG3, Chalickode, Kizhakkoth, Kerala 673574, India",,Kerala
ZEMAFORE POLY IMPEX,"D/No. 17/144 (1), Tharakkalam, Post, Chittur, Chittur-Thathamangalam, Kerala 678101, India",,Kerala
ZOOMEX SOLUTIONS,"33/5434 C2,Zoomex Tower, Behind KIRTADS, po, Chevayoor, Kozhikode, Kerala 673017, India",,Kerala
(K)SHETHRA EXPORTS,"557-1B Amaravathi palayam, Road, Vijayapuram, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu
A AND S APPRELS,"14, Uthukuli Rd, Moogambigai Nagar, KarumaramPalayam, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu
A.V.EXPORTS,"B No. 1/43-6, Vinayaga Garden, Chinnampalayam, Palaghat, Pollachi, Tamil Nadu 642001, India",,Tamil Nadu
ACHUTHARA FOOD PRODUCTS,"MLA Rd, Poochakkal, Cherthala, Panavally, Kerala 688526, India",,Kerala
ACM NATURAL PRODUCTS,"ACM Valley Vazhakunnu Pulipadam, Mampad, Kerala 676542, India",,Kerala
ADIF MAT EXPORTS,"MGP 7, 674, Shanmukhavilasam Road, North, Komalapuram, Aaryad, Mannanchery, Alappuzha, Kerala 688538, India",,Kerala
AGHORI TRADING,"11/701, Tirur, Thirunavaya, Kerala 676108, India",,Kerala
AGUS ENTERPRISES,"Pudussery Building, Kaloor, Kochi, Kerala 682017, India",,Kerala
AISHWARYA FEEDS,"No 4/134, Mohanur - Namakkal Rd, K K Nagar, Namakkal, Tamil Nadu 637002, India",,Tamil Nadu
AKAY NATURAL INGREDIENTS,"Ambunad Malaidumthuruthu, Cochin, Aluva, Kerala 683561, India",,Kerala
AKUL KNIT ASIA,"38Q9+9CV, Valai Tottam, Periyandipalayam, Tiruppur, Andipalayam, Tamil Nadu 641687, India",,Tamil Nadu
AL NOOF TEX,"Pilaiyar Kovil Street, 48GV+XFF, PN Rd, Thirumalai Nagar, Nesavalar Colony, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
ALUNGAL SPICES&OIL MILLS,"Poocholamad, Kannamangalam, Kerala 676304, India",,Kerala
AMICUS COMMUNICATIONS,"THE BUILDING 9 degree N 76 degree E, Desabhimani Rd, Kaloor, Kochi, Kerala 682017, India",,Kerala
AMUTHAM FABRICS,"33, Kamarajapuram N Rd, near, 10th Cross Rd, Sengunthapuram, Karur, Tamil Nadu 639002, India",,Tamil Nadu
ANB TOOLERS,"F433+9WF, Muttichur, Padiyam, Kerala 680641, India",,Kerala
ANNA FRIED MASALA,"Vithayathil Building, 10/563, Meleth Road, Vikas Nagar, Maradu, Kochi, Kerala 682304, India",,Kerala
ANUTTARIYA,"Door no, 33, 12th STREET, New Colony, Subburajnagar, Bodinayakanur, Tamil Nadu 625513, India",,Tamil Nadu
APEX COCO&SOLAR ENERGY P;LTD.,"70-1,Devanallur, , Dharapuram TK Chellampalayam post, Tamil Nadu 638672, India",,Tamil Nadu
APSARA BAKES,"Keezhurkunnu, Near MG College, Keezhurkunnu, Keezhur, Iritty, Kerala 670703, India",,Kerala
ARASAN CREATION,"5th St, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu
ARAV CREATIONS,"2/639A, Valai Tottam, Periyandipalayam, Tiruppur, Andipalayam, Tamil Nadu 641687, India",,Tamil Nadu
ARAVIND EXPORTS,"8/1488 Hari Pai Compound, Gujarati Rd, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",,Kerala
ARUN GARMENTS,"D.NO.10,SUBRAMANIAM NAGAR(EAST, Padmini Garden, Pudur Rd, KNS Subramaniam Nagar, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
ARVIND A TRADERS,"52, 5th Cross Rd, Sengunthapuram, Karur, Tamil Nadu 639002, India",,Tamil Nadu
ARYAS FOODS,"near Aarattukadavu Road, Kumaranalloor, Kottayam, Kerala 686016, India",,Kerala
ASHWATH INC.,"137, Mumurthi Nagar, Raja Nagar, Mummoorthi Nagar, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
ASRA STEELS,"302/1 Periyakolinchikar Thottam,Kokkarayanapettai, Tamil Nadu 638007, India",,Tamil Nadu
ASTER APPARELS,"1st Floor, CMC Riad, Apollo Pharmacy Upstairs, Lakshmipuram Agraharam, Senjai, Karaikudi, Tamil Nadu 630001, India",,Tamil Nadu
ATLAS TEXTILES,"No-30, Venkateswara Nagar, Ist, Kangayam Rd, Venkateshwara Nagar, Bavani Nagar, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu
ATM RUBBER INDUSTRIES,"PWCJ+H8, Talekala, Kerala 671323, India",,Kerala
BALU SOC,"22, Devangapuram Street, KNP Puram, Odakkadu, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
BHAIRAVI GLOBALS,"15/107B, Thadagam Main Rd, Edayarpalayam, Coimbatore, Tamil Nadu 641025, India",,Tamil Nadu
BHARATH MARKETING,"Kozhikode - Malappuram - Palakkad Hwy, Pathaikkara, Perintalmanna, Kerala 679322, India",,Kerala
BOXER APPARELS,"Building No.V/533-C Boxer Street, Kuttikad Rd, Chalakudy, Pariyaram, Kerala 680724, India",,Kerala
BULK LINER LOGISTICS,"39/6181, Alappatt Cross Road, Ravipuram, Ravipuram, Perumanoor, Kochi, Kerala 682015, India",,Kerala
C.J.COCO MULCH,"No. 378, Varatharaj Layout, No. 1, P. N. Palayam Road, Ganapathy Post, Ganapathy Gardens, Ganapathy, Coimbatore, Tamil Nadu 641006, India",,Tamil Nadu
CADEL TRADERS,"NH 47 Bypass Road, Technopark Campus, Kazhakkoottam, Thiruvananthapuram, Kerala 695581, India",,Kerala
