Exporter Name,Address,District,State,pin
K.K. GARMENTS (INDIA),"120/194, Kutchery Rd, Kuil Thoppu, Mylapore, Chennai, Tamil Nadu 600004, India",,Tamil Nadu,600004
K.K.TECH ENGINEERING COMPANY,"Kakkadampuram, Bus Stop, Kondotty - Tirurangadi Rd, Abdul Rahiman Nagar, Kerala 676305, India",,Kerala,676305
KADCO SYSTEMS,"KADAVY ENCLAVE, 3rd Floor, Sree Lakshmi Narayana Palace, Casino Complex Kokkali, Casino Complex, TB Rd, Kokkala, Thrissur, Kerala 680021, India",,Kerala,680021
KAISER PRINT PACK,"Sukran Thottam, 306/4, Udayampalayam Rd, Thirumalai Nagar, Ganapathy, Udayampalayam, Coimbatore, Tamil Nadu 641049, India",,Tamil Nadu,641049
KALAVATHI KNIT FASHIONS,"38GQ+P7J, Karuppa Gaundanpalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
KALPAKA CHEMICALS,"3rd St, Muthammal Colony, Thoothukudi, Tamil Nadu 628002, India",,Tamil Nadu,628002
KALPAKA PROCESSING CO.,"TAK-Industrial Complex Eara, North P.O, Neelamperoor, Kerala 68653, India",,Kerala,688534
KANAKA POLYPACK P.LTD.,"Rd, Ashokapuram, Edayapuram, Aluva, Kerala 683101, India",,Kerala,683101
KARAYIL BAKERY,"843W+7WM, Perinjanam, Kerala 680685, India",,Kerala,680685
KAY KAY FABRICS,"# 25 / 12, Muthiyal Chetty St, Purasaiwakkam, Chennai, Tamil Nadu 600007, India",,Tamil Nadu,600007
KAYESSAR PROJECTS&SERVICES,"7/4, Ramaswamy St, Pudupet, Gopalapuram, Chennai, Tamil Nadu 600086, India",,Tamil Nadu,600086
KERALA SANGHEETHA NATAK ACCADEMY,"Kerala, India",,Kerala,686012
KERALA SEA FOODS,"Kerala, India",,Kerala,688524
KOTTAYAM KITCHEN,"GVXG+9X7, Technopark Phase III Main Rd, Kulathoor, Thiruvananthapuram, Kerala 695583, India",,Kerala,695583
LAKSHMIRAM GARMENTS,"2773+54H, Palladam Hi-Tech Weaving Park Rd, Semmipalayam, Tamil Nadu 641662, India",,Tamil Nadu,641662
LAURICO NUTRACEUTICALS,"Kovilpalayam - Negamam Rd, Vaguthampalayam, Tamil Nadu 642120, India",,Tamil Nadu,642120
LEEDA POLYMERS,"11th Mile, Vydiarangadi.P.O., Peringave Rd, Ramanattukara, Kerala 673633, India",,Kerala,673633
LEGZIN VOGUE,"#73/77,Linge, Bunglaw Stop, Stanes Rd, Extn, Odakkadu, Tiruppur, Tamil Nadu 641601, India",,Tamil Nadu,641601
LOOMTEX EXPORTS,"107, Harrington Rd, Chetpet, Chennai, Tamil Nadu 600031, India",,Tamil Nadu,600031
LOTUS KNITS,"SF No.371/4, Nochipalayam Rd, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
LULU FLIGHT KITCHEN,"Nedumbassery, XI/300-B, VIP Road, opp. Cochin International Airport, Kochi, Nedumbassery, Kerala 683572, India",,Kerala,683572
M.S.GARMENTS,"Kamarajar Nagar, Kamaraj Nagar, NGO Colony, Choolaimedu, Chennai, Tamil Nadu 600094, India",,Tamil Nadu,600094
M.SUN IMPEX,"No - 49 & 51, Periyar Nagar, Main Rd, KVB Nagar, Green Lands, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
MACHINGAL MARKETING AGENCIES,"Machingal, Down Hill, Malappuram, Kerala, India",,Kerala,688534
MAITHRI ADVERTISING WORKS P. LTD.,"1st Floor, X872+C56 Combine Centre, KP Vallon Rd, Kadavanthra Junction, Giri Nagar, Kadavanthra, Kochi, Kerala 682020, India",,Kerala,682020
MANIMANGALAM NATURAL CONCEPT,"Pushpagiri, Tamil Nadu 602301, India",,Tamil Nadu,602301
MARACA FRUIT PROCESSING CO.,"WMFQ+XRC, Kumaramangalam, Kumaramangalam part, Kerala 685608, India",,Kerala,685608
MATHA BOOK CENTRE,"Salem-Kanyakumari Highway, Service Rd, Karukutty, Angamaly, Kerala 683576, India",,Kerala,683576
MAXIN INDIA MARKETING,"3/10, Sri Balaji Nagar, Pirivu, Palakkad - Coimbatore Rd, Kumuram Garden, Coimbatore, Tamil Nadu 641008, India",,Tamil Nadu,641008
MEEPRY EXPORTERS,"JXX7+QR7, Mangalpady - Badoor Rd, Heroor, Kerala 671322, India",,Kerala,671322
MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",,Kerala,673592
MINERVA COMBINES,"W9VF+77R, Temple Road, opp. Public Library, Thrippunithura, Thiruvankulam, Kochi, Kerala 682305, India",,Kerala,682305
MUKUND HOSIERIES,"2, Pkr Layout St St, Perchiplym, Perchiplym, Kuppusamypuram, Renganatha Puram, Tiruppur, Tamil Nadu 641008, India",,Tamil Nadu,641008
N TEX APPAREL PVT LTD,"No 67/1 Mandodhari Garden, East, TIRUPUR 641607, S Periyapalayam, Uthukuli Rd, Tiruppur, Kulathupalayam, Tamil Nadu 638752, India",,Tamil Nadu,641607
NAS FOOD EXIM,"Cherthala, plot no:36, KSIDC Mega Food Park, Industrial growth centre, Pallipuram, Kerala 688541, India",,Kerala,688541
NECTAR CRAFTS,"3876+C3J, Chinnakarai, Karaipudur, Murugampalayam, Tamil Nadu 641605, India",,Tamil Nadu,641605
NELLIMALAYIL TRADERS,"Anithottam near Bsnl tower, Kanjirappally, Kerala 686507, India",,Kerala,686507
NEONA EMBEDDED LABZ,"41/1852, Veekshanam Rd, North Kaloor, Kacheripady, Kochi, Kerala 682018, India",,Kerala,682018
NEW TRADE LINK,"1st Floor, 198, Demellows Rd, opp. Old Natraj theatre, Thattankulam, Choolai, Chennai, Tamil Nadu 600112, India",,Tamil Nadu,600112
NILGIRIS EXPORTS,"Nilgiris, Tamil Nadu, India",,Tamil Nadu,682002
NIVENIA INTERNATIONAL,"Q8CV+H94, Thycattussery, Kerala 688528, India",,Kerala,688528
NSK INTERNATIONAL EXPORTS,"1/165, Aathupalayam Main Rd, Gayathri Nagar, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
OLYMPIC APPARELS,"18/74, First Floor, Muthu Nagar Second Street, Kongu Main Rd, Muthu Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
PAZHANGADI OIL MILLS,"3CXM+XFV, Kerala 683547, India",,Kerala,683547
PEEKAY ROLLER FLOUR MILLS,"39, Kannur Rd, Puthiyangadi, Kozhikode, Kerala 673021, India",,Kerala,673021
PEGADO FIXING SOLUTIONS,"MANOOR-CHEKANUR, ROAD, KOTTEERI, Vattamkulam, Kerala 679578, India",,Kerala,679578
PLANET EXPORTS INDIA,"# 16/5 Oyyankadu, Vasavi College Post, Erode, Tamil Nadu 638316, India",,Tamil Nadu,638316
PRAYAG EXPORTS,"AP/XII-157,Chandiroor P O, 688537, Chandiroor, Cherthala, Kerala 688537, India",,Kerala,688537
PROTECH ORGAN FOODS,"PLOT NO.19&20 KSIDC MAGA, INDUSTRIAL GROWTH CENTRE, Food Park Road, Pallipuram, Kerala 688541, India",,Kerala,688541
PUDUSSERY HARDWARES,"Pudussery, Kerala 678103, India",,Kerala,678103
PUKRA EXPORTS,"X369+XW3, Gandhi Puram, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
R.V.COIRS,"H6P9+7PJ, Ragalbavi, Tamil Nadu 642122, India",,Tamil Nadu,642122
R.V.NONWOVEV BAGS,"354-A, Patel Rd, Kattoor, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",,Tamil Nadu,641009
RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",,Tamil Nadu,641654
RAJAMMA AGRO PRODUCTS,"5, Sankagiri - Salem Main Rd, Parvathipuram, Karungalpatty, Nethimedu, Salem, Tamil Nadu 636002, India",,Tamil Nadu,636002
RAKSHA'S ENTERPRISES,"I Floor, Girjashanker Bhavan, 31, Devangapet Street Number 2, Puthiyavan Nagar, Sukrawar Pettai, R.S. Puram, Coimbatore, Tamil Nadu 641001, India",,Tamil Nadu,641001
RAMAKRISHNA KNITS,"586R+C24, IndiraNagar, Chettipalayam, Pandian Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
RESOURZBURG,"Arul Jothi Nagar, 10/295 B -1, Ganapathipalayam Rd, Post, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
RIFAS FRAGRANCES P.LTD.,"6RP4+25W, Mankave, Kozhikode, Kerala 673007, India",,Kerala,673007
RUBY APPRELS,"7, Police Line St, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641601, India",,Tamil Nadu,641601
RUDRAKSH MERCHANDISING,"5/33, Convent Garden, Valliammai Nagar, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
RUWI   FOODS,"Palayam, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695034, India",,Kerala,695034
S.S.FABRICS MILL,"34, Karungalpatty Itteri Rd, Karungalpatty, Gugai, Salem, Tamil Nadu 636006, India",,Tamil Nadu,636006
S.TOUGHEN GLASS,"Marottichode-Pothiyakkara, Mattoor, Kalady, Kerala 683574, India",,Kerala,683574
SAHITH ENGINEERING,"7/52 2A2, Balaji, Peelamedu Industrial Estate, Gauthama Puri Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",,Tamil Nadu,641035
SAKITDHARA TEXTILES,"Thaneerpanthal, Anupparpalayam Pudur, Tiruppur, Avinashi, Tamil Nadu 641652, India",,Tamil Nadu,641652
SANCHI BAGS,"T.C 26/1340 Latha Bhavan Secretariat Ward, opp. SP Granddays, Chenkalchoola Colony, Thycaud, Thiruvananthapuram, Kerala 695014, India",,Kerala,695014
SARA TEX INDIA,"38JM+FJH, Unnamed Road, LRG Layout, Iduvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
SHARON EXPORTS,"No. 10, Asiriyar St, MPM Street, Kakanji Colony, Perambur, Chennai, Tamil Nadu 600077, India",,Tamil Nadu,600077
SHIVLA INTERNATIONAL,"34/1, Kamatchiamman Koil Street, Behind Old Bus Stand, Karuvam Palyam, Karuvam Palyam, KPN Colony, Valipalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
SHREE KUMARAN ALLOYS,"V. Rajappan SF, 461, Telungu Palayam Rd, Ellappalayam, Tamil Nadu 641697, India",,Tamil Nadu,641697
SIGN GARMENTS,"38W8+5JQ, Unnamed Road, Hare Rama Hare Krishna Nagar, Periyandipalayam, Tiruppur, Andipalayam, Tamil Nadu 641687, India",,Tamil Nadu,641687
SLEEK FIT EQUIPMENTS,"22, Vadavalli, MG Colony, Coimbatore, Tamil Nadu 641041, India",,Tamil Nadu,641041
SOWPARNIKA THERMISTORS&HYBRIDS P.LTD.,"H6HF+QQW, Kolazhy, Thrissur, Kerala 680581, India",,Kerala,680581
SQUBE TRADERS,"52, Rose Gardens Rd, Rose Gardens, Peringavu, Thrissur, Kerala 680008, India",,Kerala,680008
SREE AATHI ESWARAR TRADING CORPORATION,"No 68, V.O.C. Nagar, 3rd Street, Samundipuram Main Rd, MS Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
SRI SASTHA ENGINEERING,"27-A, Challandi Amman Nagar, Housing Unit West, Singanallur, Venkata Lakshmi Nagar, Chellandy Amman Nagar, Coimbatore, Tamil Nadu 641005, India",,Tamil Nadu,641005
SRI SIVASAKTHI KNIT GARMENTS,"No-54, Padmini Garden, Pudur Rd, KNS Subramaniam Nagar, Knp Subramania Nagar, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
SRI THIRUMAL EXPORTS,"# 368, 4, th cross, Vaiyapuri Nagar, Gandhi Puram, Karur, Tamil Nadu 2, India",,Tamil Nadu,682002
SRI VARI IMPEX,"SF No:- 209/2, A.K. Bharathi Nagar, Karuppampalayam Rd, Appipalayam, Tamil Nadu 639003, India",,Tamil Nadu,639003
SRI VRINTHA TRADERS,"BASMATHI COMPLEX, 164, Siddhapudur, Balasundaram Layout, Balaji Nagar, Coimbatore, Tamil Nadu 641044, India",,Tamil Nadu,641044
ST.THOMAS ENGINEERING WORKS,"Opp.South Indian Bank, St.John's Dayara Complex, SH 1, Chingavanam, Kottayam, Chingavanam, Kerala 686531, India",,Kerala,686531
STERLING APPARELS,"44FR+WCX, Balaji Nagar, Tirmullaivayal, Chennai, Tamil Nadu 600062, India",Chennai,Tamil Nadu,600062
SUPER METAL SALES,"3/188/3,Thirunelveli Main Road.Opp:Collectorate Office, Periyanayagapuram, Thoothukudi, Tamil Nadu 628101, India",,Tamil Nadu,628101
SUPER MIDDLE EAST MARKETING P.LTD.,"1, Civil Lines Rd, Kalyan Nagar, ayyandhol, Thrissur, Kerala 680003, India",,Kerala,680003
T.R.GLOBAL EXPORTS,"94, Door No. 5, 1st Main Rd, Lazar Nagar, Avadi, Tamil Nadu 600071, India",,Tamil Nadu,600071
TARUN CREATION,"1/74B,Ground Floor, Nochipalayam, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
TECHNO SPORTSWEAR P.LTD.,"SF102A, Leeds Compound, Kasipalayam Main Road, PO, Nallur, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu,641606
TECWA GROUP,"15/58, Desom, Aluva, Kerala 683102, India",,Kerala,683102
TENNY JOSE LTD.,"Avenue Tower, Bishop Alapatt Rd, opposite Marthoma Church, East Fort, Keerankulangara, Thrissur, Kerala 680005, India",,Kerala,680005
TETRA KNITS,"D NO.2/858-19, MALAYAMPALAYAM, GANAPATHIPALAYAM POST PALLADAM TK PALLADAM, TK, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
TEXFAB KNITWEAR,"17A, 16, 4th St, Erukadu, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
THEYYAMPATTIL FURNITURE,"Bypass, Thondayad, Kozhikode, Kerala 673008, India",,Kerala,673008
THOMSON IMPEX,"Nediyuzhathil Tower, 1333 A, 40, Cannon Shed Rd, Shenoys, Kochi, Kerala 682011, India",,Kerala,682011
THRILOKA EXPORTS,"XV/1056, Mylavila, Kerala 691302, India",,Kerala,691302
TPJ RUBBER INDUSTRIES,"Industrial Development Plot, PO, Poovanthuruthu, Kottayam, Kerala 686012, India",,Kerala,686012
UNITED AGRO FOODS,"113/3, Mathapur Road, Kaniyur, Tamil Nadu 641659, India",,Tamil Nadu,641659
UNITY APPARELS,"X3XP+P8V, Kerala 676503, India",,Kerala,676503
VALOOKKARAN MODERN RICE MILL,"5CVJ+3GV, Ezhattumugham, Kerala 683574, India",,Kerala,683574
VELAVA GARMENTS,"5/6/1, Gothandaramar Temple St, Thoppupatti, Rajapalayam, Tamil Nadu 626132, India",,Tamil Nadu,626132
VIGOSUTHA,"12, KPN Colony Main Road, Union Mill Rd, KPN Colony, Valipalayam, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
VXL RING TRAVELLES P.LTD.,"22, SIDCO Private Industrial Estate, Kurichi, Coimbatore, Tamil Nadu 641021, India",,Tamil Nadu,641021
VYTTAL AQUA SYSTEM,"Calicut Rd, Thurakkal, Manjeri, Kerala 676517, India",,Kerala,676517
WISEMAN TECHNOLOGY,"19, 6/4, 4th St, Poompugar Nagar, Murugan Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",,Tamil Nadu,641035
ZAINZ TRADING,"CV6W+MG3, Chalickode, Kizhakkoth, Kerala 673574, India",,Kerala,673574
ZEMAFORE POLY IMPEX,"D/No. 17/144 (1), Tharakkalam, Post, Chittur, Chittur-Thathamangalam, Kerala 678101, India",,Kerala,678101
ZOOMEX SOLUTIONS,"33/5434 C2,Zoomex Tower, Behind KIRTADS, po, Chevayoor, Kozhikode, Kerala 673017, India",,Kerala,673017
(K)SHETHRA EXPORTS,"557-1B Amaravathi palayam, Road, Vijayapuram, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu,641606
A AND S APPRELS,"14, Uthukuli Rd, Moogambigai Nagar, KarumaramPalayam, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
A.V.EXPORTS,"B No. 1/43-6, Vinayaga Garden, Chinnampalayam, Palaghat, Pollachi, Tamil Nadu 642001, India",,Tamil Nadu,642001
ACHUTHARA FOOD PRODUCTS,"MLA Rd, Poochakkal, Cherthala, Panavally, Kerala 688526, India",,Kerala,688526
ACM NATURAL PRODUCTS,"ACM Valley Vazhakunnu Pulipadam, Mampad, Kerala 676542, India",,Kerala,676542
ADIF MAT EXPORTS,"MGP 7, 674, Shanmukhavilasam Road, North, Komalapuram, Aaryad, Mannanchery, Alappuzha, Kerala 688538, India",,Kerala,688538
AGHORI TRADING,"11/701, Tirur, Thirunavaya, Kerala 676108, India",,Kerala,676108
AGUS ENTERPRISES,"Pudussery Building, Kaloor, Kochi, Kerala 682017, India",,Kerala,682017
AISHWARYA FEEDS,"No 4/134, Mohanur - Namakkal Rd, K K Nagar, Namakkal, Tamil Nadu 637002, India",,Tamil Nadu,637002
AKAY NATURAL INGREDIENTS,"Ambunad Malaidumthuruthu, Cochin, Aluva, Kerala 683561, India",,Kerala,683561
AKUL KNIT ASIA,"38Q9+9CV, Valai Tottam, Periyandipalayam, Tiruppur, Andipalayam, Tamil Nadu 641687, India",,Tamil Nadu,641687
AL NOOF TEX,"Pilaiyar Kovil Street, 48GV+XFF, PN Rd, Thirumalai Nagar, Nesavalar Colony, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
ALUNGAL SPICES&OIL MILLS,"Poocholamad, Kannamangalam, Kerala 676304, India",,Kerala,676304
AMICUS COMMUNICATIONS,"THE BUILDING 9 degree N 76 degree E, Desabhimani Rd, Kaloor, Kochi, Kerala 682017, India",,Kerala,682017
AMUTHAM FABRICS,"33, Kamarajapuram N Rd, near, 10th Cross Rd, Sengunthapuram, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
ANB TOOLERS,"F433+9WF, Muttichur, Padiyam, Kerala 680641, India",,Kerala,680641
ANNA FRIED MASALA,"Vithayathil Building, 10/563, Meleth Road, Vikas Nagar, Maradu, Kochi, Kerala 682304, India",,Kerala,682304
ANUTTARIYA,"Door no, 33, 12th STREET, New Colony, Subburajnagar, Bodinayakanur, Tamil Nadu 625513, India",,Tamil Nadu,625513
APEX COCO&SOLAR ENERGY P;LTD.,"70-1,Devanallur, , Dharapuram TK Chellampalayam post, Tamil Nadu 638672, India",,Tamil Nadu,638672
APSARA BAKES,"Keezhurkunnu, Near MG College, Keezhurkunnu, Keezhur, Iritty, Kerala 670703, India",,Kerala,670703
ARASAN CREATION,"5th St, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
ARAV CREATIONS,"2/639A, Valai Tottam, Periyandipalayam, Tiruppur, Andipalayam, Tamil Nadu 641687, India",,Tamil Nadu,641687
ARAVIND EXPORTS,"8/1488 Hari Pai Compound, Gujarati Rd, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",,Kerala,682002
ARUN GARMENTS,"D.NO.10,SUBRAMANIAM NAGAR(EAST, Padmini Garden, Pudur Rd, KNS Subramaniam Nagar, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
ARVIND A TRADERS,"52, 5th Cross Rd, Sengunthapuram, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
ARYAS FOODS,"near Aarattukadavu Road, Kumaranalloor, Kottayam, Kerala 686016, India",,Kerala,686016
ASHWATH INC.,"137, Mumurthi Nagar, Raja Nagar, Mummoorthi Nagar, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
ASRA STEELS,"302/1 Periyakolinchikar Thottam,Kokkarayanapettai, Tamil Nadu 638007, India",,Tamil Nadu,638007
ASTER APPARELS,"1st Floor, CMC Riad, Apollo Pharmacy Upstairs, Lakshmipuram Agraharam, Senjai, Karaikudi, Tamil Nadu 630001, India",,Tamil Nadu,630001
ATLAS TEXTILES,"No-30, Venkateswara Nagar, Ist, Kangayam Rd, Venkateshwara Nagar, Bavani Nagar, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
ATM RUBBER INDUSTRIES,"PWCJ+H8, Talekala, Kerala 671323, India",,Kerala,671323
BALU SOC,"22, Devangapuram Street, KNP Puram, Odakkadu, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
BHAIRAVI GLOBALS,"15/107B, Thadagam Main Rd, Edayarpalayam, Coimbatore, Tamil Nadu 641025, India",,Tamil Nadu,641025
BHARATH MARKETING,"Kozhikode - Malappuram - Palakkad Hwy, Pathaikkara, Perintalmanna, Kerala 679322, India",,Kerala,679322
BOXER APPARELS,"Building No.V/533-C Boxer Street, Kuttikad Rd, Chalakudy, Pariyaram, Kerala 680724, India",,Kerala,680724
BULK LINER LOGISTICS,"39/6181, Alappatt Cross Road, Ravipuram, Ravipuram, Perumanoor, Kochi, Kerala 682015, India",,Kerala,682015
C.J.COCO MULCH,"No. 378, Varatharaj Layout, No. 1, P. N. Palayam Road, Ganapathy Post, Ganapathy Gardens, Ganapathy, Coimbatore, Tamil Nadu 641006, India",,Tamil Nadu,641006
CADEL TRADERS,"NH 47 Bypass Road, Technopark Campus, Kazhakkoottam, Thiruvananthapuram, Kerala 695581, India",,Kerala,695581
CENTRAL COIR MILLS,"F8XM+CFC, Vazhicherry Ward, Sea View Ward, Alappuzha, Kerala 688001, India",,Kerala,688001
CHANDRAN STEELS,"76-A, 77, Raja St, Near Five Corner, Town Hall, Coimbatore, Tamil Nadu 641001, India",,Tamil Nadu,641001
CHENNAI FORGE PRODUCTS P.LTD.,"Chennai, Tamil Nadu, India",,Tamil Nadu,682024
CHENNAI RECLAIMATION(P)LTD.,"Chennai, Tamil Nadu, India",,Tamil Nadu,682002
CHERUSSERIKALAM GROUP,"20/150, neelamperoor, p.o, Kurichy, Chingavanam, Kerala 686534, India",,Kerala,686534
CLYWIN KNIT FASHIONS,"502/B1, Nadupangu Paradise, Dharapuram Main Rd, K Chettipalayam, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu,641608
COCHIN DRUG HOUSE,"Road, Mankuzhy, Nethaji Nagar, Edappally, Kochi, Kerala 682024, India",,Kerala,682024
COCHIN PACKERS,"Kochi, Kerala, India",,Kerala,686012
COCHIN PETROMINS,"4/147B Devikripa, Fact Road North Kalamassery Near To Ganapathy Temple, behind Bmart Supermarket, North Kalamassery, Kalamassery, Kochi, Kerala 683104, India",,Kerala,683104
COCOHIN RESIDENCY P.LTD.,"Peeliyadu Road, near Amrita Hospital, Amrita Nagar, Edappally, Kochi, Kerala 682041, India",,Kerala,682041
COIMBATORE SUPER ALLOYS P.LTD.,"Coimbatore, Tamil Nadu, India",,Tamil Nadu,688534
COIR REX,"2/283 A, Po, Pollethai, Valavanadu, Alappuzha, Kerala 688567, India",,Kerala,688567
CORAL GARMENTS,"647/1-e, Palladam Road, Veerapandi, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
CORAL REEF COTTON,"5, 491, Angeripalayam Main Rd, Vengamedu, Poyampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
CORNATION TILES&CONCRETE,"F64M+6FH, Vallissery, Thrissur, Kerala 680306, India",,Kerala,680306
COTMAN TEX,"595C+9VF, Nerupperichal, Tamil Nadu 641666, India",,Tamil Nadu,641666
COTTON CLASSIC APPARELS,"42, Shermiyan Sahib Street, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
CYRIX HEALTHCARE,"30/641B, Vandipetta Road, near SBI Bank, Poonithura, Maradu, Ernakulam, Kochi, Kerala 682038, India",,Kerala,682038
DANESH HOME FASHIONS,"233C+5H9, 3rd Cross Street, Naaval Nagar, Tamil Nadu 639006, India",,Tamil Nadu,639006
DASAMI GARMENTS,"Kanakkam Palayam Pirivu, Tamil Nadu 641666, India",,Tamil Nadu,641666
DILIP R MITHAIWALA,"787, Oppanakara St., Town Hall, Coimbatore, Tamil Nadu 641001, India",,Tamil Nadu,641001
DOTS CARGO INDIA,"X7MR+XGG, Kathrikadavu, Kaloor, Ernakulam, Kochi, Kerala 682017, India",,Kerala,682017
DUTCH BLUE FASHIONS,"Nallur, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu,641606
ECOMATS EXPORTERS LLP,"MDR90, Tamil Nadu 625518, India",,Tamil Nadu,625518
EMINENT ENGINEERING CORPN.,"4, Gandhiji Rd, Puthu Thottam, Sanganoor, Coimbatore, Tamil Nadu 641027, India",,Tamil Nadu,641027
ESTHAPANOSE SONS,"Lemon Grass Avenue, Syrian Church Rd, Kunnathery Thikavu, Aluva, Kerala 683101, India",,Kerala,683101
EUROFINE INTERNATIONAL INDIA,"Noah's Ark, Suit No. 189, NH47 Near Kochi International Airport Jn, Nedumbassery, Angamaly South, Kochi, Angamaly, Kerala 683573, India",,Kerala,683573
EUROTECH POLYMERS,"5574+2MX, Elankur, Kerala 676122, India",,Kerala,676122
FAMILY IMPEX,"Avaniyapuram, Madurai, Tamil Nadu 625012, India",,Tamil Nadu,625012
FELIPE TADD P. LTD.,"near Senthil Kalayana Mandapam, Anna Nagar, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
FOUR G TECHNOLOGIES,"Building no 12/123, Kuzhimattom, Kerala 686533, India",,Kerala,686533
GALUKU EXPORTS(I) P.LTD.,"Periyar Nagar, Vellalapalayam, 640120, Pollachi, Tamil Nadu 642120, India",,Tamil Nadu,640120
GECO LEGEND ENVIRO TECH,"2/1B Vellalore Road, Chettipalayam-Palladam Road Opposite to Coindia Foundry cluster park Kallapalayam Village, TK, Sulur, Tamil Nadu 641201, India",,Tamil Nadu,641201
GECO SPECIAL MACHINERS,"Unnamed Road, Kallimadai, Coimbatore, Tamil Nadu 641005, India",,Tamil Nadu,641005
GEN ENGINEERING WORKS,"Belladhi, Tamil Nadu 641104, India",,Tamil Nadu,641104
GESCHMACK NATURELLE,"Geshmack Naturelle, PO, Pancode, Vadavucode, Aikaranad North, Kerala 682310, India",,Kerala,682310
GLOBAL TYCOON EXPORTS,"Second floor, Popular Arcade, Kannur Rd, West Nadakkave, Vandipetta, Chakkorathukulam, Kozhikode, Kerala 673011, India",,Kerala,673011
GREEN COIR HUB,"J8WQ+93V, Post Office Rd, Charamangalam, Mayithara, Cherthala, Kerala 688539, India",,Kerala,688539
GREEN LEAF EXPORTS,"41/1561-3, Landmark Building, Sekharipuram, Kalpathy, Palakkad, Kerala 678010, India",,Kerala,678010
"GREENER P. LTD.,","Karumathampatti, Tamil Nadu 641659, India",,Tamil Nadu,641659
GREENSTONE EXPORTS,"12 A, Aliyar St, Odakkarai, Kayalpatnam, Kayalpattinam, Tamil Nadu 628204, India",,Tamil Nadu,628204
H.P.VALVES AND FITTINGS,"B-11, 1st floor, Jaswant Nagar, Mogappair West, Ambattur Industrial Estate, Chennai, Tamil Nadu 600037, India",,Tamil Nadu,600037
HEROTEK INDUSTRIES,"SF no 520/3A 2B, Don Bosco Puram, Saravanampatti, Vellakinar, Coimbatore, Tamil Nadu 641029, India",,Tamil Nadu,641029
